"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Background trait(s)","Study accession",Location
rs9827472-<b>T</b>,"2 x 10-9",(conditional-joint),0.3601,'-,"0.0088 unit decrease",[0.0059-0.0117],"TASOR, ARHGEF3","Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,3:56692618
rs2736750-<b>A</b>,"2 x 10-8",(conditional-joint),0.7878,'-,"0.0097 unit increase",[0.0064-0.013],FHIT,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,3:60831247
rs75645041-<b>C</b>,"2 x 10-8",(conditional-joint),0.8429,'-,"0.0109 unit increase",[0.0072-0.0146],CADPS,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,3:62567353
rs930530-<b>T</b>,"2 x 10-10",(conditional-joint),0.5016,'-,"0.009 unit increase",[0.0063-0.0117],PRICKLE2,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,3:64442816
rs651529-<b>A</b>,"2 x 10-8",(conditional-joint),0.5131,'-,"0.008 unit increase",[0.0053-0.0107],"C1orf100, REN","Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,1:244289609
rs9967813-<b>T</b>,"3 x 10-10",(conditional-joint),0.2702,'-,"0.0102 unit increase",[0.0071-0.0133],CYRIA,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,2:16498595
rs62140599-<b>A</b>,"1 x 10-16",(conditional-joint),0.7816,'-,"0.0141 unit increase",[0.011-0.017],NRXN1,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,2:50790340
rs1437394-<b>A</b>,"5 x 10-9",(conditional-joint),0.5732,'-,"0.0083 unit increase",[0.0056-0.011],CCDC88A,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,2:55355548
rs7595950-<b>T</b>,"2 x 10-11",(conditional-joint),0.4962,'-,"0.0094 unit increase",[0.0067-0.0121],TMEM178A,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,2:59916057
rs268120-<b>A</b>,"1 x 10-13",(conditional-joint),0.2503,'-,"0.012 unit increase",[0.0089-0.0151],SPRED2,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,2:65377780
rs1348557-<b>A</b>,"1 x 10-9",(conditional-joint),0.8855,'-,"0.0138 unit increase",[0.0093-0.0183],CTNNA2,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,2:80420752
rs17023131-<b>C</b>,"4 x 10-11",(conditional-joint),0.2648,'-,"0.0106 unit increase",[0.0075-0.0137],AFF3,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,2:99790270
rs9653442-<b>T</b>,"9 x 10-40",(conditional-joint),0.537,'-,"0.0189 unit increase",[0.016-0.022],LINC01104,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,2:100208905
rs72821122-<b>T</b>,"6 x 10-32",(conditional-joint),0.8145,'-,"0.0215 unit increase",[0.018-0.025],"LONRF2, LINC01104","Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,2:100264313
rs4851759-<b>A</b>,"3 x 10-13",(conditional-joint),0.1221,'-,"0.0157 unit decrease",[0.012-0.02],"C2orf49, FHL2","Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,2:105354559
rs344693-<b>A</b>,"1 x 10-10",(conditional-joint),0.2382,'-,"0.0109 unit decrease",[0.0076-0.0142],'-,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,2:139366678
rs60929679-<b>T</b>,"5 x 10-19",(conditional-joint),0.9342,'-,"0.0252 unit increase",[0.02-0.031],LRP1B,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,2:141585087
rs6721495-<b>T</b>,"3 x 10-8",(conditional-joint),0.2715,'-,"0.0088 unit decrease",[0.0057-0.0119],CACNB4,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,2:151921671
rs7584691-<b>A</b>,"3 x 10-15",(conditional-joint),0.5293,'-,"0.0111 unit increase",[0.0084-0.0138],"RNA5SP107, KCNJ3","Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,2:154623730
rs16840719-<b>T</b>,"5 x 10-11",(conditional-joint),0.2233,'-,"0.0111 unit increase",[0.0078-0.0144],LINC01958,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,2:156694730
rs115278162-<b>T</b>,"1 x 10-9",(conditional-joint),0.9775,'-,"0.0288 unit decrease",[0.02-0.038],RBMS1,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,2:160478044
rs10930008-<b>A</b>,"8 x 10-9",(conditional-joint),0.7399,'-,"0.0094 unit decrease",[0.0063-0.0125],"PAIP2B, TANK-AS1","Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,2:160998225
rs7309-<b>A</b>,"2 x 10-33",(conditional-joint),0.4861,'-,"0.0172 unit decrease",[0.014-0.02],TANK,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,2:161236129
rs10221808-<b>A</b>,"3 x 10-10",(conditional-joint),0.6981,'-,"0.0099 unit decrease",[0.0068-0.013],SLC4A10,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,2:161957297
rs12478449-<b>T</b>,"4 x 10-13",(conditional-joint),0.6386,'-,"0.0106 unit increase",[0.0077-0.0135],FIGN,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,2:163493924
rs1093978-<b>A</b>,"2 x 10-10",(conditional-joint),0.5615,'-,"0.009 unit decrease",[0.0063-0.0117],"MAP3K20-AS1, RPS2P18","Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,2:173291825
rs72915557-<b>A</b>,"2 x 10-9",(conditional-joint),0.0581,'-,"0.018 unit decrease",[0.012-0.024],"LINC01305, SP9","Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,2:174334364
rs6750081-<b>A</b>,"6 x 10-11",(conditional-joint),0.3545,'-,"0.0096 unit increase",[0.0067-0.0125],'-,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,2:180111129
rs34481141-<b>A</b>,"4 x 10-8",(conditional-joint),0.8497,'-,"0.0108 unit decrease",[0.0069-0.0147],ZNF804A,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,2:184743030
rs56841534-<b>A</b>,"3 x 10-9",(conditional-joint),0.6359,'-,"0.0086 unit increase",[0.0057-0.0115],MAGI1,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,3:65497070
rs75017517-<b>A</b>,"4 x 10-9",(conditional-joint),0.1361,'-,"0.0122 unit decrease",[0.0081-0.0163],SUCLG2,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,3:67373086
rs4974291-<b>T</b>,"1 x 10-10",(conditional-joint),0.7598,'-,"0.0106 unit decrease",[0.0075-0.0137],SAMMSON,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,3:70462768
rs35483362-<b>T</b>,"3 x 10-22",(conditional-joint),0.5219,'-,"0.0137 unit decrease",[0.011-0.016],FOXP1,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,3:71482316
rs721778-<b>T</b>,"4 x 10-13",(conditional-joint),0.7956,'-,"0.0127 unit increase",[0.0094-0.016],"MIR548AB, TUBBP11","Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,3:103552605
rs34031601-<b>T</b>,"8 x 10-13",(conditional-joint),0.2814,'-,"0.0112 unit decrease",[0.0081-0.0143],LSAMP,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,3:116864061
rs9881096-<b>T</b>,"2 x 10-8",(conditional-joint),0.5897,'-,"0.0081 unit increase",[0.0054-0.0108],'-,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,3:117439603
rs13091704-<b>A</b>,"2 x 10-11",(conditional-joint),0.2484,'-,"0.0109 unit decrease",[0.0078-0.014],'-,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,3:118700536
rs66508963-<b>A</b>,"2 x 10-9",(conditional-joint),0.8612,'-,"0.0122 unit increase",[0.0083-0.0161],MIX23,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,3:122365682
rs1920610-<b>T</b>,"2 x 10-10",(conditional-joint),0.6867,'-,"0.0097 unit increase",[0.0068-0.0126],KALRN,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,3:124141718
rs6440008-<b>T</b>,"3 x 10-10",(conditional-joint),0.6205,'-,"0.0091 unit decrease",[0.0064-0.0118],ZBTB38,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,3:141435700
rs1421418-<b>T</b>,"8 x 10-9",(conditional-joint),0.2599,'-,"0.0092 unit increase",[0.0061-0.0123],NLGN1,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,3:174206268
rs57939424-<b>A</b>,"2 x 10-13",(conditional-joint),0.2494,'-,"0.0119 unit decrease",[0.0088-0.015],"ACTG1P23, EI24P1","Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,3:176044307
rs686476-<b>T</b>,"3 x 10-9",(conditional-joint),0.3213,'-,"0.0089 unit increase",[0.006-0.0118],ATP11B,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,3:182869878
rs7940022-<b>T</b>,"4 x 10-18",(conditional-joint),0.6914,'-,"0.0132 unit increase",[0.01-0.016],TEAD1,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,11:12852359
rs1596854-<b>A</b>,"1 x 10-10",(conditional-joint),0.4897,'-,"0.009 unit increase",[0.0063-0.0117],LUZP2,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,11:25042751
rs12273363-<b>T</b>,"1 x 10-8",(conditional-joint),0.7999,'-,"0.01 unit increase",[0.0065-0.0135],"BDNF, CBX3P1","Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,11:27723312
rs704614-<b>T</b>,"1 x 10-8",(conditional-joint),0.3808,'-,"0.0082 unit decrease",[0.0055-0.0109],LINC02755,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,11:29661151
rs7938370-<b>T</b>,"3 x 10-9",(conditional-joint),0.8066,'-,"0.0106 unit increase",[0.0071-0.0141],'-,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,11:39917260
rs1783978-<b>T</b>,"2 x 10-11",(conditional-joint),0.4434,'-,"0.0095 unit increase",[0.0068-0.0122],ZDHHC5,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,11:57696028
rs10791830-<b>T</b>,"6 x 10-12",(conditional-joint),0.1947,'-,"0.0122 unit decrease",[0.0087-0.0157],FOSL1,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,11:65893820
rs2236708-<b>A</b>,"2 x 10-8",(conditional-joint),0.2544,'-,"0.009 unit decrease",[0.0059-0.0121],PPP6R3,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,11:68610577
rs3824874-<b>T</b>,"4 x 10-14",(conditional-joint),0.6061,'-,"0.011 unit decrease",[0.0083-0.0137],MTMR2,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,11:95923947
rs968454-<b>A</b>,"2 x 10-10",(conditional-joint),0.7569,'-,"0.0104 unit increase",[0.0073-0.0135],"CWF19L2, ASS1P13","Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,11:107271248
rs11608149-<b>A</b>,"4 x 10-10",(conditional-joint),0.2707,'-,"0.0099 unit increase",[0.0068-0.013],SIK2,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,11:111664378
rs1960603-<b>C</b>,"1 x 10-9",(conditional-joint),0.2492,'-,"0.0099 unit increase",[0.0068-0.013],PDE4D,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,5:59749367
rs966221-<b>A</b>,"2 x 10-16",(conditional-joint),0.4085,'-,"0.0118 unit decrease",[0.0091-0.0145],PDE4D,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,5:60206693
rs12653396-<b>A</b>,"1 x 10-13",(conditional-joint),0.5597,'-,"0.0116 unit decrease",[0.0085-0.0147],LINC00461,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,5:88551455
rs16868036-<b>T</b>,"2 x 10-9",(conditional-joint),0.2908,'-,"0.0093 unit decrease",[0.0062-0.0124],MIR3660,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,5:89934826
rs6556982-<b>T</b>,"4 x 10-14",(conditional-joint),0.4007,'-,"0.0108 unit decrease",[0.0081-0.0135],"LDHBP3, CCT7P2","Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,5:92865373
rs115877304-<b>T</b>,"8 x 10-17",(conditional-joint),0.0427,'-,"0.0297 unit increase",[0.023-0.037],NR2F1-AS1,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,5:93461460
rs1031389-<b>A</b>,"5 x 10-9",(conditional-joint),0.5125,'-,"0.0082 unit increase",[0.0055-0.0109],KIAA0825,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,5:94582687
rs10477835-<b>A</b>,"6 x 10-13",(conditional-joint),0.3844,'-,"0.0104 unit increase",[0.0077-0.0131],'-,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,5:104581838
rs10057670-<b>T</b>,"5 x 10-8",(conditional-joint),0.4659,'-,"0.0077 unit increase",[0.005-0.0104],'-,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,5:105390961
rs55754532-<b>A</b>,"8 x 10-13",(conditional-joint),0.6005,'-,"0.0103 unit decrease",[0.0076-0.013],EFNA5,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,5:107629612
rs13187428-<b>T</b>,"8 x 10-16",(conditional-joint),0.6664,'-,"0.012 unit increase",[0.0091-0.0149],MAN2A1,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,5:109759844
rs406413-<b>A</b>,"2 x 10-21",(conditional-joint),0.7898,'-,"0.0164 unit increase",[0.013-0.02],"LINC01957, KCNN2","Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,5:114562884
rs329120-<b>T</b>,"1 x 10-9",(conditional-joint),0.425,'-,"0.0087 unit increase",[0.006-0.0114],JADE2,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,5:134526066
rs1369127-<b>A</b>,"2 x 10-10",(conditional-joint),0.1477,'-,"0.0126 unit decrease",[0.0087-0.0165],SPOCK1,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,5:137207799
rs12659719-<b>T</b>,"2 x 10-9",(conditional-joint),0.5723,'-,"0.0085 unit increase",[0.0058-0.0112],TENM2,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,5:168194044
rs810496-<b>A</b>,"4 x 10-8",(conditional-joint),0.3148,'-,"0.0083 unit increase",[0.0054-0.0112],RANBP17,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,5:171057971
rs353474-<b>A</b>,"1 x 10-8",(conditional-joint),0.4915,'-,"0.008 unit decrease",[0.0053-0.0107],UIMC1,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,5:176998280
rs2731670-<b>A</b>,"6 x 10-17",(conditional-joint),0.4401,'-,"0.0119 unit increase",[0.0092-0.0146],GRK6,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,5:177421018
rs6596978-<b>T</b>,"9 x 10-14",(conditional-joint),0.5121,'-,"0.0105 unit increase",[0.0078-0.0132],"SLC22A23, ZFAND3","Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,6:3468644
rs13208248-<b>A</b>,"2 x 10-8",(conditional-joint),0.306,'-,"0.0085 unit decrease",[0.0056-0.0114],PHACTR1,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,6:12883292
rs9370774-<b>T</b>,"8 x 10-18",(conditional-joint),0.8056,'-,"0.0153 unit decrease",[0.012-0.019],RNU6-793P,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,6:14721666
rs909788-<b>T</b>,"4 x 10-8",(conditional-joint),0.4322,'-,"0.0078 unit increase",[0.0051-0.0105],ATXN1,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,6:16636230
rs9367942-<b>A</b>,"2 x 10-8",(conditional-joint),0.1387,'-,"0.0114 unit increase",[0.0075-0.0153],STMND1,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,6:17127475
rs6068290-<b>A</b>,"2 x 10-8",(conditional-joint),0.655,'-,"0.0083 unit decrease",[0.0054-0.0112],LINC01524,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,20:52652026
rs6028083-<b>T</b>,"1 x 10-18",(conditional-joint),0.3838,'-,"0.0128 unit decrease",[0.01-0.016],CDH4,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,20:61263043
rs2824981-<b>A</b>,"4 x 10-8",(conditional-joint),0.7292,'-,"0.0087 unit decrease",[0.0056-0.0118],MIR548XHG,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,21:18662580
